bay_id,db_read_time,status,date,hour,min,dow,dayOfWeek
1000,2021-07-05 01:16:23,Present,2021-07-05,1,16,0,Mon
1004,2021-07-05 01:31:23,Unoccupied,2021-07-05,1,31,0,Mon
1004,2021-07-05 01:46:23,Unoccupied,2021-07-05,1,46,0,Mon
1003,2021-07-05 02:01:23,Unoccupied,2021-07-05,2,1,0,Mon
1005,2021-07-05 02:16:23,Unoccupied,2021-07-05,2,16,0,Mon
1003,2021-07-05 02:31:23,Unoccupied,2021-07-05,2,31,0,Mon
1001,2021-07-05 02:46:23,Unoccupied,2021-07-05,2,46,0,Mon
999,2021-07-05 03:01:23,Present,2021-07-05,3,1,0,Mon
998,2021-07-05 03:16:23,Present,2021-07-05,3,16,0,Mon
998,2021-07-05 03:31:23,Present,2021-07-05,3,31,0,Mon
999,2021-07-05 03:46:23,Present,2021-07-05,3,46,0,Mon
1004,2021-07-05 04:01:23,Unoccupied,2021-07-05,4,1,0,Mon
1001,2021-07-05 04:16:23,Present,2021-07-05,4,16,0,Mon
1003,2021-07-05 04:31:23,Present,2021-07-05,4,31,0,Mon
1002,2021-07-05 04:46:23,Present,2021-07-05,4,46,0,Mon
1000,2021-07-05 05:01:23,Present,2021-07-05,5,1,0,Mon
1004,2021-07-05 05:16:23,Unoccupied,2021-07-05,5,16,0,Mon
998,2021-07-05 05:31:23,Unoccupied,2021-07-05,5,31,0,Mon
998,2021-07-05 05:46:23,Unoccupied,2021-07-05,5,46,0,Mon
999,2021-07-05 06:01:23,Unoccupied,2021-07-05,6,1,0,Mon
1002,2021-07-05 06:16:23,Present,2021-07-05,6,16,0,Mon
1000,2021-07-05 06:31:23,Present,2021-07-05,6,31,0,Mon
1003,2021-07-05 06:46:23,Present,2021-07-05,6,46,0,Mon
998,2021-07-05 07:01:23,Present,2021-07-05,7,1,0,Mon
1004,2021-07-05 07:16:23,Present,2021-07-05,7,16,0,Mon
1004,2021-07-05 07:31:23,Unoccupied,2021-07-05,7,31,0,Mon
1003,2021-07-05 07:46:23,Unoccupied,2021-07-05,7,46,0,Mon
1005,2021-07-05 08:01:23,Present,2021-07-05,8,1,0,Mon
1004,2021-07-05 08:16:23,Present,2021-07-05,8,16,0,Mon
1000,2021-07-05 08:31:23,Unoccupied,2021-07-05,8,31,0,Mon
998,2021-07-05 08:46:23,Present,2021-07-05,8,46,0,Mon
998,2021-07-05 09:01:23,Present,2021-07-05,9,1,0,Mon
1003,2021-07-05 09:16:23,Present,2021-07-05,9,16,0,Mon
999,2021-07-05 09:31:23,Present,2021-07-05,9,31,0,Mon
1002,2021-07-05 09:46:23,Present,2021-07-05,9,46,0,Mon
1003,2021-07-05 10:01:23,Present,2021-07-05,10,1,0,Mon
999,2021-07-05 10:16:23,Present,2021-07-05,10,16,0,Mon
998,2021-07-05 10:31:23,Unoccupied,2021-07-05,10,31,0,Mon
1003,2021-07-05 10:46:23,Unoccupied,2021-07-05,10,46,0,Mon
1004,2021-07-05 11:01:23,Unoccupied,2021-07-05,11,1,0,Mon
1002,2021-07-05 11:16:23,Unoccupied,2021-07-05,11,16,0,Mon
1003,2021-07-05 11:31:23,Unoccupied,2021-07-05,11,31,0,Mon
1001,2021-07-05 11:46:23,Unoccupied,2021-07-05,11,46,0,Mon
1005,2021-07-05 12:01:23,Unoccupied,2021-07-05,12,1,0,Mon
1004,2021-07-05 12:16:23,Unoccupied,2021-07-05,12,16,0,Mon
999,2021-07-05 12:31:23,Present,2021-07-05,12,31,0,Mon
1001,2021-07-05 12:46:23,Present,2021-07-05,12,46,0,Mon
1005,2021-07-05 13:01:23,Present,2021-07-05,13,1,0,Mon
999,2021-07-05 13:16:23,Present,2021-07-05,13,16,0,Mon
998,2021-07-05 13:31:23,Present,2021-07-05,13,31,0,Mon
998,2021-07-05 13:46:23,Unoccupied,2021-07-05,13,46,0,Mon
998,2021-07-05 14:01:23,Present,2021-07-05,14,1,0,Mon
1000,2021-07-05 14:16:23,Present,2021-07-05,14,16,0,Mon
999,2021-07-05 14:31:23,Present,2021-07-05,14,31,0,Mon
1004,2021-07-05 14:46:23,Present,2021-07-05,14,46,0,Mon
1004,2021-07-05 15:01:23,Unoccupied,2021-07-05,15,1,0,Mon
1005,2021-07-05 15:16:23,Present,2021-07-05,15,16,0,Mon
1001,2021-07-05 15:31:23,Unoccupied,2021-07-05,15,31,0,Mon
1001,2021-07-05 15:46:23,Present,2021-07-05,15,46,0,Mon
998,2021-07-05 16:01:23,Unoccupied,2021-07-05,16,1,0,Mon
1000,2021-07-05 16:16:23,Unoccupied,2021-07-05,16,16,0,Mon
1003,2021-07-05 16:31:23,Present,2021-07-05,16,31,0,Mon
999,2021-07-05 16:46:23,Present,2021-07-05,16,46,0,Mon
998,2021-07-05 17:01:23,Present,2021-07-05,17,1,0,Mon
1002,2021-07-05 17:16:23,Present,2021-07-05,17,16,0,Mon
1005,2021-07-05 17:31:23,Unoccupied,2021-07-05,17,31,0,Mon
1005,2021-07-05 17:46:23,Unoccupied,2021-07-05,17,46,0,Mon
998,2021-07-05 18:01:23,Unoccupied,2021-07-05,18,1,0,Mon
1001,2021-07-05 18:16:23,Unoccupied,2021-07-05,18,16,0,Mon
1003,2021-07-05 18:31:23,Present,2021-07-05,18,31,0,Mon
1004,2021-07-05 18:46:23,Present,2021-07-05,18,46,0,Mon
1003,2021-07-05 19:01:23,Present,2021-07-05,19,1,0,Mon
999,2021-07-05 19:16:23,Unoccupied,2021-07-05,19,16,0,Mon
1005,2021-07-05 19:31:23,Unoccupied,2021-07-05,19,31,0,Mon
1005,2021-07-05 19:46:23,Unoccupied,2021-07-05,19,46,0,Mon
1003,2021-07-05 20:01:23,Present,2021-07-05,20,1,0,Mon
998,2021-07-05 20:16:23,Present,2021-07-05,20,16,0,Mon
998,2021-07-05 20:31:23,Unoccupied,2021-07-05,20,31,0,Mon
1004,2021-07-05 20:46:23,Present,2021-07-05,20,46,0,Mon
1005,2021-07-05 21:01:23,Unoccupied,2021-07-05,21,1,0,Mon
1005,2021-07-05 21:16:23,Present,2021-07-05,21,16,0,Mon
1003,2021-07-05 21:31:23,Unoccupied,2021-07-05,21,31,0,Mon
999,2021-07-05 21:46:23,Present,2021-07-05,21,46,0,Mon
1004,2021-07-05 22:01:23,Present,2021-07-05,22,1,0,Mon
1005,2021-07-05 22:16:23,Present,2021-07-05,22,16,0,Mon
1002,2021-07-05 22:31:23,Unoccupied,2021-07-05,22,31,0,Mon
998,2021-07-05 22:46:23,Unoccupied,2021-07-05,22,46,0,Mon
1000,2021-07-05 23:01:23,Present,2021-07-05,23,1,0,Mon
998,2021-07-05 23:16:23,Present,2021-07-05,23,16,0,Mon
998,2021-07-05 23:31:23,Unoccupied,2021-07-05,23,31,0,Mon
1005,2021-07-05 23:46:23,Unoccupied,2021-07-05,23,46,0,Mon
1002,2021-07-06 00:01:23,Unoccupied,2021-07-06,0,1,1,Tue
1000,2021-07-06 00:16:23,Present,2021-07-06,0,16,1,Tue
999,2021-07-06 00:31:23,Present,2021-07-06,0,31,1,Tue
1005,2021-07-06 00:46:23,Unoccupied,2021-07-06,0,46,1,Tue
1005,2021-07-06 01:01:23,Present,2021-07-06,1,1,1,Tue
1002,2021-07-06 01:16:23,Unoccupied,2021-07-06,1,16,1,Tue
1000,2021-07-06 01:31:23,Unoccupied,2021-07-06,1,31,1,Tue
998,2021-07-06 01:46:23,Present,2021-07-06,1,46,1,Tue
1001,2021-07-06 02:01:23,Unoccupied,2021-07-06,2,1,1,Tue
1001,2021-07-06 02:16:23,Present,2021-07-06,2,16,1,Tue
1005,2021-07-06 02:31:23,Unoccupied,2021-07-06,2,31,1,Tue
1000,2021-07-06 02:46:23,Present,2021-07-06,2,46,1,Tue
999,2021-07-06 03:01:23,Unoccupied,2021-07-06,3,1,1,Tue
999,2021-07-06 03:16:23,Present,2021-07-06,3,16,1,Tue
1003,2021-07-06 03:31:23,Unoccupied,2021-07-06,3,31,1,Tue
1004,2021-07-06 03:46:23,Present,2021-07-06,3,46,1,Tue
1001,2021-07-06 04:01:23,Present,2021-07-06,4,1,1,Tue
1003,2021-07-06 04:16:23,Unoccupied,2021-07-06,4,16,1,Tue
1005,2021-07-06 04:31:23,Present,2021-07-06,4,31,1,Tue
1005,2021-07-06 04:46:23,Unoccupied,2021-07-06,4,46,1,Tue
1005,2021-07-06 05:01:23,Unoccupied,2021-07-06,5,1,1,Tue
1004,2021-07-06 05:16:23,Unoccupied,2021-07-06,5,16,1,Tue
1000,2021-07-06 05:31:23,Unoccupied,2021-07-06,5,31,1,Tue
1004,2021-07-06 05:46:23,Unoccupied,2021-07-06,5,46,1,Tue
1003,2021-07-06 06:01:23,Present,2021-07-06,6,1,1,Tue
998,2021-07-06 06:16:23,Unoccupied,2021-07-06,6,16,1,Tue
1003,2021-07-06 06:31:23,Present,2021-07-06,6,31,1,Tue
999,2021-07-06 06:46:23,Unoccupied,2021-07-06,6,46,1,Tue
1001,2021-07-06 07:01:23,Unoccupied,2021-07-06,7,1,1,Tue
1002,2021-07-06 07:16:23,Present,2021-07-06,7,16,1,Tue
998,2021-07-06 07:31:23,Unoccupied,2021-07-06,7,31,1,Tue
1003,2021-07-06 07:46:23,Present,2021-07-06,7,46,1,Tue
1002,2021-07-06 08:01:23,Present,2021-07-06,8,1,1,Tue
1000,2021-07-06 08:16:23,Unoccupied,2021-07-06,8,16,1,Tue
1001,2021-07-06 08:31:23,Present,2021-07-06,8,31,1,Tue
1004,2021-07-06 08:46:23,Present,2021-07-06,8,46,1,Tue
1005,2021-07-06 09:01:23,Unoccupied,2021-07-06,9,1,1,Tue
1004,2021-07-06 09:16:23,Unoccupied,2021-07-06,9,16,1,Tue
1001,2021-07-06 09:31:23,Unoccupied,2021-07-06,9,31,1,Tue
998,2021-07-06 09:46:23,Present,2021-07-06,9,46,1,Tue
1003,2021-07-06 10:01:23,Unoccupied,2021-07-06,10,1,1,Tue
1005,2021-07-06 10:16:23,Present,2021-07-06,10,16,1,Tue
1001,2021-07-06 10:31:23,Unoccupied,2021-07-06,10,31,1,Tue
998,2021-07-06 10:46:23,Present,2021-07-06,10,46,1,Tue
1002,2021-07-06 11:01:23,Unoccupied,2021-07-06,11,1,1,Tue
1003,2021-07-06 11:16:23,Present,2021-07-06,11,16,1,Tue
1005,2021-07-06 11:31:23,Unoccupied,2021-07-06,11,31,1,Tue
1001,2021-07-06 11:46:23,Unoccupied,2021-07-06,11,46,1,Tue
1004,2021-07-06 12:01:23,Present,2021-07-06,12,1,1,Tue
1001,2021-07-06 12:16:23,Present,2021-07-06,12,16,1,Tue
1002,2021-07-06 12:31:23,Unoccupied,2021-07-06,12,31,1,Tue
1004,2021-07-06 12:46:23,Present,2021-07-06,12,46,1,Tue
1002,2021-07-06 13:01:23,Unoccupied,2021-07-06,13,1,1,Tue
998,2021-07-06 13:16:23,Present,2021-07-06,13,16,1,Tue
1005,2021-07-06 13:31:23,Present,2021-07-06,13,31,1,Tue
999,2021-07-06 13:46:23,Present,2021-07-06,13,46,1,Tue
999,2021-07-06 14:01:23,Present,2021-07-06,14,1,1,Tue
1002,2021-07-06 14:16:23,Present,2021-07-06,14,16,1,Tue
1000,2021-07-06 14:31:23,Present,2021-07-06,14,31,1,Tue
1005,2021-07-06 14:46:23,Present,2021-07-06,14,46,1,Tue
1004,2021-07-06 15:01:23,Unoccupied,2021-07-06,15,1,1,Tue
1002,2021-07-06 15:16:23,Present,2021-07-06,15,16,1,Tue
1000,2021-07-06 15:31:23,Unoccupied,2021-07-06,15,31,1,Tue
1002,2021-07-06 15:46:23,Unoccupied,2021-07-06,15,46,1,Tue
1001,2021-07-06 16:01:23,Present,2021-07-06,16,1,1,Tue
1001,2021-07-06 16:16:23,Present,2021-07-06,16,16,1,Tue
1002,2021-07-06 16:31:23,Unoccupied,2021-07-06,16,31,1,Tue
1003,2021-07-06 16:46:23,Present,2021-07-06,16,46,1,Tue
1005,2021-07-06 17:01:23,Unoccupied,2021-07-06,17,1,1,Tue
1002,2021-07-06 17:16:23,Present,2021-07-06,17,16,1,Tue
1001,2021-07-06 17:31:23,Present,2021-07-06,17,31,1,Tue
1002,2021-07-06 17:46:23,Present,2021-07-06,17,46,1,Tue
999,2021-07-06 18:01:23,Present,2021-07-06,18,1,1,Tue
1004,2021-07-06 18:16:23,Unoccupied,2021-07-06,18,16,1,Tue
1005,2021-07-06 18:31:23,Present,2021-07-06,18,31,1,Tue
998,2021-07-06 18:46:23,Present,2021-07-06,18,46,1,Tue
998,2021-07-06 19:01:23,Present,2021-07-06,19,1,1,Tue
999,2021-07-06 19:16:23,Present,2021-07-06,19,16,1,Tue
998,2021-07-06 19:31:23,Present,2021-07-06,19,31,1,Tue
1002,2021-07-06 19:46:23,Present,2021-07-06,19,46,1,Tue
999,2021-07-06 20:01:23,Present,2021-07-06,20,1,1,Tue
1004,2021-07-06 20:16:23,Present,2021-07-06,20,16,1,Tue
999,2021-07-06 20:31:23,Present,2021-07-06,20,31,1,Tue
999,2021-07-06 20:46:23,Present,2021-07-06,20,46,1,Tue
1002,2021-07-06 21:01:23,Present,2021-07-06,21,1,1,Tue
1000,2021-07-06 21:16:23,Present,2021-07-06,21,16,1,Tue
999,2021-07-06 21:31:23,Unoccupied,2021-07-06,21,31,1,Tue
999,2021-07-06 21:46:23,Present,2021-07-06,21,46,1,Tue
1004,2021-07-06 22:01:23,Present,2021-07-06,22,1,1,Tue
1001,2021-07-06 22:16:23,Present,2021-07-06,22,16,1,Tue
1003,2021-07-06 22:31:23,Unoccupied,2021-07-06,22,31,1,Tue
1002,2021-07-06 22:46:23,Unoccupied,2021-07-06,22,46,1,Tue
1004,2021-07-06 23:01:23,Unoccupied,2021-07-06,23,1,1,Tue
999,2021-07-06 23:16:23,Unoccupied,2021-07-06,23,16,1,Tue
999,2021-07-06 23:31:23,Present,2021-07-06,23,31,1,Tue
1000,2021-07-06 23:46:23,Unoccupied,2021-07-06,23,46,1,Tue
1005,2021-07-07 00:01:23,Unoccupied,2021-07-07,0,1,2,Wed
999,2021-07-07 00:16:23,Present,2021-07-07,0,16,2,Wed
1004,2021-07-07 00:31:23,Unoccupied,2021-07-07,0,31,2,Wed
1005,2021-07-07 00:46:23,Unoccupied,2021-07-07,0,46,2,Wed
998,2021-07-07 01:01:23,Present,2021-07-07,1,1,2,Wed
1001,2021-07-07 01:16:23,Present,2021-07-07,1,16,2,Wed
999,2021-07-07 01:31:23,Unoccupied,2021-07-07,1,31,2,Wed
1004,2021-07-07 01:46:23,Present,2021-07-07,1,46,2,Wed
1002,2021-07-07 02:01:23,Unoccupied,2021-07-07,2,1,2,Wed
999,2021-07-07 02:16:23,Unoccupied,2021-07-07,2,16,2,Wed
1001,2021-07-07 02:31:23,Unoccupied,2021-07-07,2,31,2,Wed
998,2021-07-07 02:46:23,Present,2021-07-07,2,46,2,Wed
1004,2021-07-07 03:01:23,Present,2021-07-07,3,1,2,Wed
1003,2021-07-07 03:16:23,Present,2021-07-07,3,16,2,Wed
1001,2021-07-07 03:31:23,Present,2021-07-07,3,31,2,Wed
1003,2021-07-07 03:46:23,Unoccupied,2021-07-07,3,46,2,Wed
1002,2021-07-07 04:01:23,Unoccupied,2021-07-07,4,1,2,Wed
1005,2021-07-07 04:16:23,Present,2021-07-07,4,16,2,Wed
1002,2021-07-07 04:31:23,Present,2021-07-07,4,31,2,Wed
1003,2021-07-07 04:46:23,Present,2021-07-07,4,46,2,Wed
1001,2021-07-07 05:01:23,Present,2021-07-07,5,1,2,Wed
1005,2021-07-07 05:16:23,Unoccupied,2021-07-07,5,16,2,Wed
1004,2021-07-07 05:31:23,Present,2021-07-07,5,31,2,Wed
1003,2021-07-07 05:46:23,Unoccupied,2021-07-07,5,46,2,Wed
1002,2021-07-07 06:01:23,Present,2021-07-07,6,1,2,Wed
999,2021-07-07 06:16:23,Unoccupied,2021-07-07,6,16,2,Wed
1005,2021-07-07 06:31:23,Present,2021-07-07,6,31,2,Wed
1000,2021-07-07 06:46:23,Present,2021-07-07,6,46,2,Wed
1002,2021-07-07 07:01:23,Present,2021-07-07,7,1,2,Wed
1003,2021-07-07 07:16:23,Unoccupied,2021-07-07,7,16,2,Wed
1001,2021-07-07 07:31:23,Present,2021-07-07,7,31,2,Wed
1002,2021-07-07 07:46:23,Present,2021-07-07,7,46,2,Wed
1004,2021-07-07 08:01:23,Unoccupied,2021-07-07,8,1,2,Wed
999,2021-07-07 08:16:23,Present,2021-07-07,8,16,2,Wed
999,2021-07-07 08:31:23,Unoccupied,2021-07-07,8,31,2,Wed
999,2021-07-07 08:46:23,Present,2021-07-07,8,46,2,Wed
1000,2021-07-07 09:01:23,Unoccupied,2021-07-07,9,1,2,Wed
1003,2021-07-07 09:16:23,Present,2021-07-07,9,16,2,Wed
1001,2021-07-07 09:31:23,Unoccupied,2021-07-07,9,31,2,Wed
1002,2021-07-07 09:46:23,Present,2021-07-07,9,46,2,Wed
1003,2021-07-07 10:01:23,Unoccupied,2021-07-07,10,1,2,Wed
1003,2021-07-07 10:16:23,Present,2021-07-07,10,16,2,Wed
999,2021-07-07 10:31:23,Unoccupied,2021-07-07,10,31,2,Wed
999,2021-07-07 10:46:23,Unoccupied,2021-07-07,10,46,2,Wed
1004,2021-07-07 11:01:23,Present,2021-07-07,11,1,2,Wed
1005,2021-07-07 11:16:23,Unoccupied,2021-07-07,11,16,2,Wed
1002,2021-07-07 11:31:23,Unoccupied,2021-07-07,11,31,2,Wed
1004,2021-07-07 11:46:23,Present,2021-07-07,11,46,2,Wed
1004,2021-07-07 12:01:23,Present,2021-07-07,12,1,2,Wed
1003,2021-07-07 12:16:23,Present,2021-07-07,12,16,2,Wed
1004,2021-07-07 12:31:23,Unoccupied,2021-07-07,12,31,2,Wed
999,2021-07-07 12:46:23,Unoccupied,2021-07-07,12,46,2,Wed
1002,2021-07-07 13:01:23,Unoccupied,2021-07-07,13,1,2,Wed
1003,2021-07-07 13:16:23,Present,2021-07-07,13,16,2,Wed
999,2021-07-07 13:31:23,Present,2021-07-07,13,31,2,Wed
1001,2021-07-07 13:46:23,Present,2021-07-07,13,46,2,Wed
1001,2021-07-07 14:01:23,Unoccupied,2021-07-07,14,1,2,Wed
1003,2021-07-07 14:16:23,Unoccupied,2021-07-07,14,16,2,Wed
1005,2021-07-07 14:31:23,Unoccupied,2021-07-07,14,31,2,Wed
1004,2021-07-07 14:46:23,Present,2021-07-07,14,46,2,Wed
1005,2021-07-07 15:01:23,Unoccupied,2021-07-07,15,1,2,Wed
999,2021-07-07 15:16:23,Present,2021-07-07,15,16,2,Wed
1002,2021-07-07 15:31:23,Unoccupied,2021-07-07,15,31,2,Wed
1005,2021-07-07 15:46:23,Present,2021-07-07,15,46,2,Wed
1003,2021-07-07 16:01:23,Present,2021-07-07,16,1,2,Wed
1000,2021-07-07 16:16:23,Present,2021-07-07,16,16,2,Wed
1001,2021-07-07 16:31:23,Unoccupied,2021-07-07,16,31,2,Wed
1005,2021-07-07 16:46:23,Present,2021-07-07,16,46,2,Wed
1000,2021-07-07 17:01:23,Unoccupied,2021-07-07,17,1,2,Wed
1002,2021-07-07 17:16:23,Unoccupied,2021-07-07,17,16,2,Wed
1001,2021-07-07 17:31:23,Unoccupied,2021-07-07,17,31,2,Wed
1003,2021-07-07 17:46:23,Unoccupied,2021-07-07,17,46,2,Wed
1003,2021-07-07 18:01:23,Present,2021-07-07,18,1,2,Wed
1000,2021-07-07 18:16:23,Present,2021-07-07,18,16,2,Wed
1000,2021-07-07 18:31:23,Unoccupied,2021-07-07,18,31,2,Wed
1002,2021-07-07 18:46:23,Present,2021-07-07,18,46,2,Wed
1004,2021-07-07 19:01:23,Present,2021-07-07,19,1,2,Wed
1003,2021-07-07 19:16:23,Unoccupied,2021-07-07,19,16,2,Wed
1004,2021-07-07 19:31:23,Present,2021-07-07,19,31,2,Wed
1000,2021-07-07 19:46:23,Present,2021-07-07,19,46,2,Wed
1005,2021-07-07 20:01:23,Present,2021-07-07,20,1,2,Wed
1001,2021-07-07 20:16:23,Present,2021-07-07,20,16,2,Wed
1001,2021-07-07 20:31:23,Unoccupied,2021-07-07,20,31,2,Wed
1005,2021-07-07 20:46:23,Unoccupied,2021-07-07,20,46,2,Wed
1003,2021-07-07 21:01:23,Unoccupied,2021-07-07,21,1,2,Wed
1003,2021-07-07 21:16:23,Present,2021-07-07,21,16,2,Wed
1001,2021-07-07 21:31:23,Present,2021-07-07,21,31,2,Wed
1001,2021-07-07 21:46:23,Present,2021-07-07,21,46,2,Wed
1004,2021-07-07 22:01:23,Present,2021-07-07,22,1,2,Wed
1005,2021-07-07 22:16:23,Unoccupied,2021-07-07,22,16,2,Wed
1005,2021-07-07 22:31:23,Unoccupied,2021-07-07,22,31,2,Wed
1002,2021-07-07 22:46:23,Unoccupied,2021-07-07,22,46,2,Wed
998,2021-07-07 23:01:23,Present,2021-07-07,23,1,2,Wed
1004,2021-07-07 23:16:23,Present,2021-07-07,23,16,2,Wed
999,2021-07-07 23:31:23,Present,2021-07-07,23,31,2,Wed
998,2021-07-07 23:46:23,Unoccupied,2021-07-07,23,46,2,Wed
999,2021-07-08 00:01:23,Present,2021-07-08,0,1,3,Thu
1004,2021-07-08 00:16:23,Present,2021-07-08,0,16,3,Thu
1004,2021-07-08 00:31:23,Unoccupied,2021-07-08,0,31,3,Thu
1003,2021-07-08 00:46:23,Unoccupied,2021-07-08,0,46,3,Thu
1002,2021-07-08 01:01:23,Present,2021-07-08,1,1,3,Thu
1001,2021-07-08 01:16:23,Unoccupied,2021-07-08,1,16,3,Thu
1002,2021-07-08 01:31:23,Unoccupied,2021-07-08,1,31,3,Thu
1002,2021-07-08 01:46:23,Present,2021-07-08,1,46,3,Thu
1005,2021-07-08 02:01:23,Unoccupied,2021-07-08,2,1,3,Thu
1000,2021-07-08 02:16:23,Unoccupied,2021-07-08,2,16,3,Thu
998,2021-07-08 02:31:23,Unoccupied,2021-07-08,2,31,3,Thu
1003,2021-07-08 02:46:23,Present,2021-07-08,2,46,3,Thu
1002,2021-07-08 03:01:23,Present,2021-07-08,3,1,3,Thu
1001,2021-07-08 03:16:23,Unoccupied,2021-07-08,3,16,3,Thu
1001,2021-07-08 03:31:23,Present,2021-07-08,3,31,3,Thu
998,2021-07-08 03:46:23,Present,2021-07-08,3,46,3,Thu
1003,2021-07-08 04:01:23,Unoccupied,2021-07-08,4,1,3,Thu
999,2021-07-08 04:16:23,Present,2021-07-08,4,16,3,Thu
1002,2021-07-08 04:31:23,Present,2021-07-08,4,31,3,Thu
998,2021-07-08 04:46:23,Unoccupied,2021-07-08,4,46,3,Thu
1005,2021-07-08 05:01:23,Unoccupied,2021-07-08,5,1,3,Thu
1001,2021-07-08 05:16:23,Unoccupied,2021-07-08,5,16,3,Thu
1003,2021-07-08 05:31:23,Unoccupied,2021-07-08,5,31,3,Thu
998,2021-07-08 05:46:23,Present,2021-07-08,5,46,3,Thu
1002,2021-07-08 06:01:23,Unoccupied,2021-07-08,6,1,3,Thu
1003,2021-07-08 06:16:23,Present,2021-07-08,6,16,3,Thu
998,2021-07-08 06:31:23,Present,2021-07-08,6,31,3,Thu
1005,2021-07-08 06:46:23,Unoccupied,2021-07-08,6,46,3,Thu
999,2021-07-08 07:01:23,Present,2021-07-08,7,1,3,Thu
1000,2021-07-08 07:16:23,Present,2021-07-08,7,16,3,Thu
1001,2021-07-08 07:31:23,Present,2021-07-08,7,31,3,Thu
1001,2021-07-08 07:46:23,Present,2021-07-08,7,46,3,Thu
1004,2021-07-08 08:01:23,Present,2021-07-08,8,1,3,Thu
1002,2021-07-08 08:16:23,Unoccupied,2021-07-08,8,16,3,Thu
1003,2021-07-08 08:31:23,Present,2021-07-08,8,31,3,Thu
1001,2021-07-08 08:46:23,Present,2021-07-08,8,46,3,Thu
999,2021-07-08 09:01:23,Present,2021-07-08,9,1,3,Thu
1003,2021-07-08 09:16:23,Present,2021-07-08,9,16,3,Thu
1002,2021-07-08 09:31:23,Unoccupied,2021-07-08,9,31,3,Thu
1003,2021-07-08 09:46:23,Present,2021-07-08,9,46,3,Thu
999,2021-07-08 10:01:23,Unoccupied,2021-07-08,10,1,3,Thu
1002,2021-07-08 10:16:23,Unoccupied,2021-07-08,10,16,3,Thu
1002,2021-07-08 10:31:23,Present,2021-07-08,10,31,3,Thu
1004,2021-07-08 10:46:23,Present,2021-07-08,10,46,3,Thu
998,2021-07-08 11:01:23,Present,2021-07-08,11,1,3,Thu
1004,2021-07-08 11:16:23,Unoccupied,2021-07-08,11,16,3,Thu
998,2021-07-08 11:31:23,Present,2021-07-08,11,31,3,Thu
1000,2021-07-08 11:46:23,Present,2021-07-08,11,46,3,Thu
