bay_id,st_marker_id,status,location,lat,lon
3025,5119W,Present,"{'latitude': '-37.80359102769667', 'longitude': '144.95721410852093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80359102769667,144.95721410852093
6036,13083S,Unoccupied,"{'latitude': '-37.82113479065242', 'longitude': '144.94301661517727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.82113479065242,144.94301661517727
4296,C6928,Unoccupied,"{'latitude': '-37.80939825401876', 'longitude': '144.9560509085984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80939825401876,144.9560509085984
6093,13253S,Unoccupied,"{'latitude': '-37.82013907685693', 'longitude': '144.94306994818584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.82013907685693,144.94306994818584
2753,4592E,Unoccupied,"{'latitude': '-37.80740153209552', 'longitude': '144.96591541546846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80740153209552,144.96591541546846
1291,4483W,Unoccupied,"{'latitude': '-37.81285802621315', 'longitude': '144.95397486300203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81285802621315,144.95397486300203
5759,12435S,Unoccupied,"{'latitude': '-37.81191989668511', 'longitude': '144.9754660500313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.81191989668511,144.9754660500313
3388,6219W,Unoccupied,"{'latitude': '-37.806156626494236', 'longitude': '144.95091629830176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.806156626494236,144.95091629830176
4993,9425S,Unoccupied,"{'latitude': '-37.83012757737667', 'longitude': '144.9663746848787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.83012757737667,144.9663746848787
5393,11752E,Unoccupied,"{'latitude': '-37.810152999336395', 'longitude': '144.9756832293735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.810152999336395,144.9756832293735
4373,C7180,Unoccupied,"{'latitude': '-37.80745302557375', 'longitude': '144.9531386804009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",-37.80745302557375,144.9531386804009
